ListingId,delay,CreditCode,Amount,Months,CurrentRate,Gender,EducationDegree,GraduateSchool,StudyStyle,Age,SuccessCount,WasteCount,CancelCount,FailedCount,NormalCount,OverdueLessCount,OverdueMoreCount,OwingPrincipal,OwingAmount,AmountToReceive,FirstSuccessBorrowTime,LastSuccessBorrowTime,RegisterTime,CertificateValidate,NciicIdentityCheck,PhoneValidate,CreditValidate,HighestPrincipal,HighestDebt,TotalPrincipal,XFetchTime
100409952,0,B,7392.0,6,22.0,1,本科,沈阳农业大学,普通,33,9,2,0,0,52,2,0,9507.66,10105.38,0.0,2014-11-26 22:36:11,2017-11-24 21:32:41,2014-07-02 16:30:00,1,0,1,0,18740.0,21956.0,73425.0,2018-02-24 21:07:22
97129793,0,C,9365.0,12,20.0,1,,,,27,10,2,2,0,56,0,0,5634.28,5819.03,0.0,2016-06-19 14:27:56,2017-11-02 09:53:26,2016-06-19 11:04:18,0,0,0,0,9000.0,15730.6,47615.0,2018-01-31 19:04:32
100358445,0,C,4314.0,12,20.0,1,,,,44,9,1,0,0,54,2,0,8285.06,8984.74,0.0,2014-12-12 12:28:02,2017-12-06 09:39:29,2014-12-12 12:17:29,0,0,1,0,13000.0,18054.9,75864.0,2018-02-24 14:21:03
124993959,0,B,10000.0,12,20.0,2,,,,29,1,0,0,0,12,0,0,0.0,0.0,0.0,2017-10-23 13:13:55,2017-10-23 13:13:55,2017-10-23 13:04:25,0,0,1,0,8500.0,9351.36,8500.0,2018-08-14 15:45:22
112280298,0,B,10000.0,6,22.0,2,,,,33,2,2,1,0,12,0,0,0.0,0.0,0.0,2017-11-27 11:40:33,2018-01-24 21:36:38,2017-11-25 13:21:08,0,0,0,0,10000.0,11129.0,13281.0,2018-05-13 15:29:30
112125717,0,B,9700.0,6,22.0,1,专科,无锡商业职业技术学院,普通,33,6,5,0,0,38,4,0,0.0,0.0,0.0,2017-01-13 12:19:05,2017-11-12 13:25:04,2017-01-12 15:05:17,0,0,0,0,9500.0,11350.2,22023.0,2018-05-12 14:00:46
101718910,4,B,13974.0,12,22.0,2,,,,29,6,0,0,0,31,0,0,1325.45,1399.75,0.0,2017-04-20 20:35:03,2018-01-07 08:16:13,2017-04-20 19:54:58,0,0,0,0,15000.0,16797.0,29691.0,2018-03-05 19:44:50
102396556,0,B,5072.0,12,22.0,1,专科,湖北省药检专科学校,普通,49,2,4,0,0,14,2,0,1927.18,2164.6,0.0,2017-01-14 10:30:53,2017-11-13 21:16:39,2016-09-11 17:39:26,0,0,0,0,7800.0,8795.64,13487.0,2018-03-10 13:29:16
100658737,0,A,8231.0,6,16.0,2,本科,新疆财经学院,成人,50,1,0,1,0,9,0,0,2969.04,3048.54,0.0,2017-04-30 13:28:32,2017-04-30 13:28:32,2015-07-11 10:59:47,0,0,0,0,11200.0,12194.2,11200.0,2018-02-26 16:14:31
102655534,0,C,10000.0,12,28.0,2,,,,32,1,0,0,0,12,0,0,0.0,0.0,0.0,2017-01-01 13:21:53,2017-01-01 13:21:53,2017-01-01 12:05:33,0,0,0,0,10000.0,11231.3,10000.0,2018-03-12 13:06:01
112072508,0,B,9900.0,12,22.0,2,,,,30,5,1,0,0,36,0,0,0.0,0.0,0.0,2017-10-08 10:24:13,2018-03-09 18:59:39,2017-10-08 09:30:10,0,0,0,0,7000.0,10583.9,15400.0,2018-05-12 07:40:40
101849615,0,C,10000.0,6,28.0,2,,,,44,3,1,0,0,18,0,0,0.0,0.0,0.0,2017-03-27 22:10:27,2017-06-30 22:35:27,2017-01-20 19:59:00,0,0,0,0,10000.0,11003.2,14931.0,2018-03-06 17:18:04
117015623,0,C,12740.0,12,24.0,1,专科,昆明学院,成人,30,3,4,0,0,15,0,0,0.0,0.0,0.0,2017-05-23 18:52:05,2017-12-15 21:54:39,2016-09-22 21:33:22,1,0,1,0,10757.0,13309.0,25645.0,2018-06-15 10:20:51
102056828,0,B,7112.0,6,22.0,1,,,,25,1,0,0,0,7,0,0,2587.32,2965.45,0.0,2017-07-23 15:58:25,2017-07-23 15:58:25,2016-12-24 12:50:45,0,0,0,0,6000.0,7117.08,6000.0,2018-03-08 08:28:36
111386984,0,C,11661.0,12,28.0,2,专科,成都信息工程学院,成人,31,18,7,0,0,138,10,0,739.0,757.56,0.0,2015-07-19 01:04:37,2017-10-05 00:08:44,2015-01-25 09:48:09,0,0,0,0,8000.0,16482.0,63630.0,2018-05-08 01:07:50
103183221,0,C,8000.0,12,28.0,2,,,,29,6,1,0,0,49,0,0,0.0,0.0,0.0,2016-07-22 13:44:39,2018-02-27 21:51:00,2016-07-21 15:46:46,0,0,0,0,10000.0,15585.5,32500.0,2018-03-16 10:06:47
110828648,0,B,9000.0,6,22.0,2,专科,晋中职业技术学院,普通,24,3,0,0,0,18,0,0,9000.0,9946.26,0.0,2018-02-13 19:04:02,2018-05-04 13:08:09,2018-02-10 16:25:15,0,0,0,0,9000.0,12238.1,19435.0,2018-05-04 15:10:42
102133132,0,B,9168.0,12,22.0,2,,,,42,4,0,3,0,30,0,0,8831.62,9214.88,0.0,2016-08-27 14:12:27,2017-10-14 10:03:11,2016-08-23 14:19:23,0,0,0,0,14000.0,18897.1,29984.0,2018-03-08 17:09:17
101129668,0,B,8500.0,12,22.0,2,,,,36,2,0,0,0,14,0,0,1343.28,1523.82,0.0,2017-02-14 14:02:24,2017-12-19 15:01:09,2017-02-13 15:31:18,0,0,0,0,9500.0,10669.7,11500.0,2018-03-01 16:25:00
124499488,0,C,10600.0,6,24.0,2,专科,中央广播电视大学,成人,40,3,2,0,0,30,0,0,0.0,0.0,0.0,2016-10-07 20:13:16,2017-07-24 16:32:03,2016-10-07 20:07:37,1,0,1,0,8959.0,13757.1,18660.0,2018-08-09 20:57:50
102912912,0,C,2000.0,12,28.0,1,,,,31,1,1,0,0,9,0,0,836.17,948.93,0.0,2017-07-12 11:05:26,2017-07-12 11:05:26,2017-07-05 11:09:15,0,0,0,0,3200.0,3795.72,3200.0,2018-03-14 10:27:32
101694854,0,C,700.0,6,28.0,1,,,,32,4,2,0,0,30,0,0,955.74,1002.26,0.0,2017-01-03 15:54:55,2017-06-22 08:12:39,2016-12-20 12:55:47,0,0,0,0,2193.0,5184.7,6193.0,2018-03-05 16:58:26
101543669,0,C,6006.0,12,28.0,1,,,,24,16,2,0,0,161,1,0,5293.56,5538.81,0.0,2016-06-13 08:20:35,2017-08-13 09:51:33,2016-06-06 13:52:58,0,0,0,0,4500.0,15442.7,30523.0,2018-03-04 16:03:39
116752413,0,C,6700.0,6,24.0,2,,,,40,7,0,0,0,36,0,0,0.0,0.0,0.0,2017-03-06 12:27:19,2017-12-22 11:17:08,2017-03-06 11:56:07,0,0,1,0,4233.0,7162.57,16925.0,2018-06-13 07:39:11
100539198,0,B,10844.0,12,22.0,2,,,,32,6,0,0,0,34,2,0,9155.2,9447.03,0.0,2015-09-30 12:34:07,2017-11-05 13:39:38,2015-09-30 12:32:27,0,0,1,0,16875.0,33116.7,49848.0,2018-02-25 20:03:55
97039394,0,B,3000.0,12,22.0,1,,,,35,8,1,0,0,62,3,0,4978.95,5523.95,0.0,2016-03-11 19:35:06,2017-12-29 01:37:12,2015-11-21 22:04:59,0,0,0,0,5520.0,15016.7,25199.0,2018-01-31 11:00:49
124258729,0,B,10000.0,12,20.0,1,,,,37,6,0,0,0,43,0,0,2671.17,2774.58,0.0,2016-08-19 00:33:17,2018-02-21 15:03:32,2016-08-18 19:17:46,0,0,1,0,11500.0,18740.0,33464.0,2018-08-07 20:21:36
123909823,0,B,4600.0,3,20.0,2,专科,四川教育学院,成人,36,3,4,0,0,21,1,0,0.0,0.0,0.0,2017-07-05 18:58:40,2017-10-06 19:26:10,2017-06-24 14:12:15,0,0,0,0,3000.0,6036.84,7100.0,2018-08-04 17:51:19
117720442,0,C,8000.0,12,24.0,2,,,,31,3,0,0,0,26,1,0,0.0,0.0,0.0,2016-07-24 14:53:38,2017-08-30 13:07:23,2016-07-24 14:52:42,0,0,1,0,10939.0,14415.5,17939.0,2018-06-21 06:35:41
111684683,0,C,6500.0,6,28.0,1,,,,30,2,6,0,0,15,0,0,0.0,0.0,0.0,2018-01-15 19:21:44,2018-04-02 09:42:37,2017-05-22 07:45:56,0,0,0,0,6000.0,7028.46,6800.0,2018-05-09 18:19:46
110788558,0,C,3000.0,6,28.0,2,,,,35,2,2,0,0,18,0,0,0.0,0.0,0.0,2016-07-11 10:33:34,2017-11-04 18:57:54,2016-07-11 10:21:24,0,0,1,0,2499.0,4110.43,2499.0,2018-05-04 09:11:31
111696173,0,A,3000.0,12,16.0,2,专科,梧州学院,成人,25,2,1,0,0,12,0,0,0.0,0.0,0.0,2017-07-11 20:04:57,2017-11-12 15:11:05,2017-07-11 19:48:40,0,0,0,0,13000.0,13846.8,14000.0,2018-05-09 19:41:34
106961562,0,B,14991.0,12,22.0,1,,,,31,10,0,0,0,57,8,0,6208.82,6763.47,0.0,2015-09-01 19:14:23,2017-12-20 09:14:12,2015-09-01 19:11:50,0,0,0,0,11467.0,18215.5,63582.0,2018-04-09 09:28:29
81207255,0,B,8000.0,6,18.0,1,专科,江西建设职业技术学院,普通,31,3,2,4,0,22,0,0,0.0,0.0,0.0,2015-05-19 23:21:03,2016-05-03 17:59:10,2009-03-27 13:03:14,1,1,1,0,8000.0,4207.56,16772.0,2017-11-02 10:42:26
102324507,0,C,1959.0,6,28.0,1,,,,27,2,2,0,0,11,0,0,1040.07,1176.16,0.0,2017-06-10 23:15:22,2017-10-13 18:29:47,2017-02-05 09:41:40,0,0,0,0,3000.0,3528.48,3900.0,2018-03-09 22:08:01
102383854,0,C,8400.0,12,28.0,2,,,,27,13,0,0,0,74,0,0,7099.65,7501.23,0.0,2016-08-12 14:08:59,2018-01-10 12:36:17,2016-08-12 13:34:29,0,0,0,0,5500.0,16621.7,49358.0,2018-03-10 12:03:19
106993695,0,B,13815.0,12,22.0,1,,,,33,4,0,0,0,31,0,0,3784.06,3868.92,0.0,2016-04-28 09:59:55,2017-11-20 21:16:45,2015-07-23 10:27:38,0,0,0,0,13000.0,21625.0,31993.0,2018-04-09 12:28:06
110336802,0,C,3000.0,12,28.0,1,,,,24,2,0,0,0,14,0,0,358.1,364.62,0.0,2017-04-08 14:39:58,2017-09-08 10:20:52,2017-04-07 21:17:58,0,0,1,0,3000.0,3281.58,4500.0,2018-05-01 12:01:27
123636795,0,C,4000.0,3,24.0,2,,,,28,7,0,0,0,31,0,0,0.0,0.0,0.0,2017-09-17 14:02:19,2018-07-15 15:02:43,2017-09-08 20:56:21,0,0,1,0,4000.0,7037.4,15444.0,2018-08-02 11:41:12
101762747,0,C,1100.0,6,28.0,1,专科,中央广播电视大学,成人,30,6,3,0,0,38,2,0,1700.0,1958.76,0.0,2016-07-24 11:27:17,2018-03-02 09:05:56,2016-07-24 08:05:21,0,0,0,0,5157.0,9278.47,14702.0,2018-03-06 07:56:18
110350781,0,C,8000.0,6,28.0,1,,,,25,9,1,0,0,45,1,0,1014.99,1106.4,0.0,2016-12-17 11:21:36,2017-12-15 21:55:34,2016-04-30 17:39:32,0,0,1,0,6000.0,11819.7,31000.0,2018-05-01 13:34:37
124679862,0,C,10000.0,12,24.0,2,专科,呼和浩特职业学院,成人,30,1,0,0,0,6,0,0,0.0,0.0,0.0,2017-10-08 20:02:21,2017-10-08 20:02:21,2017-10-08 19:52:16,1,0,1,0,10500.0,11679.5,10500.0,2018-08-11 15:00:43
102314801,0,C,5000.0,6,28.0,1,,,,26,7,1,0,0,36,0,0,0.0,0.0,0.0,2016-05-30 17:50:19,2017-04-02 21:10:03,2016-05-30 17:47:58,0,0,0,0,4738.0,10006.7,20721.0,2018-03-09 20:39:06
101871939,0,C,5000.0,12,28.0,1,,,,34,6,10,0,0,45,0,0,3035.95,3311.75,0.0,2017-01-26 15:02:48,2017-12-01 16:04:27,2016-02-01 22:13:14,0,0,0,0,10500.0,11792.9,18482.0,2018-03-06 20:44:58
124846657,0,C,16000.0,6,24.0,2,,,,31,1,0,1,0,5,0,0,0.0,0.0,0.0,2017-07-20 09:25:22,2017-07-20 09:25:22,2017-07-18 22:07:41,0,0,1,0,11900.0,12532.5,11900.0,2018-08-13 10:15:39
101795097,0,C,8330.0,12,28.0,2,,,,26,3,0,0,0,23,0,0,3669.52,3816.67,0.0,2017-04-01 22:45:50,2017-10-06 13:11:13,2015-07-22 18:14:06,0,0,0,0,7000.0,10793.7,13641.0,2018-03-06 11:21:19
82594468,0,C,6000.0,6,20.0,2,,,,30,3,0,0,0,17,0,0,348.65,355.04,0.0,2017-01-02 20:45:36,2017-05-15 18:40:24,2016-11-09 17:52:25,0,0,1,0,4000.0,5524.87,7972.0,2017-11-09 12:38:54
124091035,0,B,8500.0,3,20.0,1,专科,湖南师范大学,普通,39,2,0,1,0,12,0,0,0.0,0.0,0.0,2017-09-06 12:49:52,2018-02-04 13:58:42,2017-08-27 10:06:32,1,0,1,0,6000.0,6853.98,10063.0,2018-08-06 12:41:04
97090838,7,B,13000.0,12,22.0,2,,,,26,8,1,0,0,38,0,0,12021.6,13990.1,0.0,2016-09-20 19:29:51,2018-01-31 15:26:37,2016-06-01 10:27:05,0,0,0,0,13000.0,17172.1,56042.0,2018-04-26 15:49:23
102137722,0,C,5484.0,6,28.0,2,,,,30,8,1,0,0,42,7,0,4015.51,4602.15,0.0,2016-02-19 11:19:29,2018-01-09 19:36:02,2016-02-02 17:54:24,0,0,1,0,8440.0,10756.3,38181.0,2018-03-08 17:27:36
122666932,0,B,12151.0,6,20.0,2,本科,辽宁医学院,自考,32,2,0,0,0,10,1,0,848.98,930.34,0.0,2017-10-04 13:34:57,2018-01-26 22:59:48,2016-12-23 13:51:21,0,0,0,0,10500.0,11994.5,15500.0,2018-07-24 22:50:42
113160629,0,B,14100.0,6,22.0,1,,,,32,1,1,1,0,6,0,0,0.0,0.0,0.0,2017-10-21 20:15:15,2017-10-21 20:15:15,2016-02-19 15:47:58,0,0,1,0,14100.0,15254.3,14100.0,2018-05-19 13:03:17
101943846,0,C,5600.0,6,28.0,1,,,,32,2,0,1,0,12,0,0,0.0,0.0,0.0,2017-05-20 19:36:10,2017-11-18 11:29:18,2017-04-27 14:11:21,0,0,1,0,3473.0,4898.76,5273.0,2018-03-07 12:06:07
103125240,0,B,10028.0,6,22.0,2,专科,贺州学院,普通,34,17,0,0,0,96,3,0,15071.95,15754.18,0.0,2015-08-24 13:36:22,2017-09-27 19:14:53,2015-08-24 13:32:32,1,0,1,0,15900.0,42897.3,93925.0,2018-03-15 19:39:04
102308185,0,C,4000.0,6,28.0,1,专科,厦门大学,网络教育,26,3,0,0,0,24,0,0,0.0,0.0,0.0,2018-02-05 01:11:15,2018-03-03 01:38:00,2018-02-04 22:16:03,1,0,1,0,4000.0,5438.72,12000.0,2018-03-09 19:45:53
101890579,0,C,3000.0,12,28.0,2,,,,32,17,1,0,0,166,4,0,0.0,0.0,0.0,2016-01-09 04:46:18,2017-09-26 00:52:16,2016-01-09 03:56:41,0,0,0,0,4783.0,11868.2,23638.0,2018-03-07 00:06:51
101427389,0,C,4580.0,6,28.0,1,,,,36,2,0,0,0,12,1,0,2819.96,3018.88,0.0,2017-05-13 09:09:05,2017-10-24 14:18:48,2017-01-13 12:53:14,0,0,0,0,4900.0,8096.12,9370.0,2018-03-03 18:22:50
103132407,0,C,3000.0,12,28.0,2,,,,42,5,0,0,0,47,1,0,1344.45,1389.51,0.0,2015-08-26 13:55:42,2017-05-25 13:37:50,2015-08-26 12:52:49,0,0,0,0,7728.0,11038.8,19075.0,2018-03-15 20:49:19
110461208,0,C,12294.0,12,28.0,2,,,,36,13,0,0,0,82,1,0,1996.01,2025.94,0.0,2015-12-11 11:21:23,2018-02-22 15:02:57,2015-12-11 11:20:42,0,0,1,1,22098.0,30397.2,65369.0,2018-05-02 09:47:04
116662136,0,B,10000.0,12,20.0,1,,,,31,8,0,1,0,57,1,0,3019.35,3125.96,0.0,2016-08-08 11:39:05,2018-02-22 10:35:37,2016-08-08 11:34:36,0,0,1,0,6000.0,16285.5,29300.0,2018-06-12 11:45:47
115846922,0,C,2000.0,3,24.0,1,,,,27,2,1,0,0,13,0,0,0.0,0.0,0.0,2018-03-30 13:57:36,2018-05-28 13:01:17,2018-03-28 19:57:11,0,0,1,0,2000.0,2719.44,4000.0,2018-06-06 12:29:53
111159520,0,C,8510.0,12,28.0,1,,,,24,3,0,1,0,24,0,0,0.0,0.0,0.0,2018-01-29 12:35:21,2018-04-14 23:49:05,2015-12-27 10:17:17,0,0,1,1,8500.0,11557.4,11235.0,2018-05-06 15:34:50
101912902,0,C,7000.0,6,20.0,1,,,,44,9,0,0,0,58,0,0,5358.67,5717.24,0.0,2015-12-01 14:21:24,2017-10-19 10:47:51,2015-12-01 14:20:12,0,0,0,0,11500.0,21293.7,52965.0,2018-03-07 08:33:33
98043644,0,A,7850.0,6,16.0,1,,,,26,5,1,0,0,33,0,0,1649.48,1676.95,0.0,2015-12-22 18:29:04,2017-09-01 13:30:58,2015-12-22 17:45:44,0,0,0,0,7000.0,9970.38,25260.0,2018-02-06 11:46:48
122435160,0,B,14340.0,12,20.0,1,专科,淮安信息职业技术学院,普通,31,4,2,4,0,23,0,0,0.0,0.0,0.0,2016-04-10 13:13:41,2018-05-31 11:44:59,2015-07-05 14:15:07,1,0,1,0,14200.0,17750.3,40000.0,2018-07-23 08:22:15
103571487,0,C,5000.0,6,28.0,2,,,,42,21,3,1,0,119,0,0,0.0,0.0,0.0,2016-08-18 14:37:33,2017-11-27 06:43:12,2016-04-12 11:17:44,0,0,0,0,6162.0,14524.7,47833.0,2018-03-19 05:20:59
124279384,0,C,10000.0,3,24.0,2,专科,广州科技贸易职业学院,普通,27,7,1,0,0,32,1,0,0.0,0.0,0.0,2017-04-06 16:19:34,2018-04-19 18:49:15,2017-04-05 19:31:54,1,0,1,0,10000.0,12692.6,40815.0,2018-08-08 02:09:50
123634903,0,C,19700.0,12,24.0,1,,,,30,2,0,1,0,16,0,0,0.0,0.0,0.0,2017-09-04 11:48:11,2018-04-02 16:44:25,2017-09-04 11:41:40,0,0,1,0,17600.0,20150.2,26337.0,2018-08-02 11:26:00
112244545,0,B,1400.0,6,22.0,2,,,,27,4,8,0,0,25,2,0,620.75,649.92,0.0,2017-03-07 09:22:52,2018-01-28 11:45:55,2016-09-13 14:57:19,0,0,1,0,3000.0,6100.7,8900.0,2018-05-13 11:15:30
103137047,0,B,5000.0,6,22.0,2,,,,52,17,0,0,0,103,0,0,8527.97,8793.39,0.0,2015-10-04 13:41:03,2017-12-04 07:16:17,2015-10-04 13:38:27,0,0,0,0,10000.0,17939.8,78645.0,2018-03-15 21:37:11
116662023,0,C,2000.0,3,24.0,1,,,,26,2,1,0,0,18,0,0,0.0,0.0,0.0,2018-02-28 14:26:39,2018-04-15 10:32:50,2017-09-18 14:35:55,0,0,1,0,2000.0,2719.48,4000.0,2018-06-12 11:45:47
124956542,0,A,9400.0,12,16.0,2,,,,28,27,1,2,0,214,1,0,0.0,0.0,0.0,2017-06-08 10:31:28,2018-08-12 11:55:25,2015-09-17 19:18:27,0,0,1,0,9400.0,10610.3,110664.0,2018-08-14 10:28:07
101833831,0,C,2400.0,12,28.0,2,专科(高职),浙江商业职业技术学院,普通,28,8,1,0,0,59,4,0,12997.4,13727.1,0.0,2016-05-30 10:35:31,2018-02-23 09:28:23,2016-05-30 10:20:45,0,0,0,0,22146.0,38501.7,48835.0,2018-03-06 15:30:08
102214599,5,C,6072.0,6,28.0,2,,,,24,1,1,0,0,7,0,0,4527.81,5189.55,0.0,2017-08-04 18:42:30,2017-08-04 18:42:30,2017-08-04 18:19:54,0,0,0,0,10500.0,12454.9,10500.0,2018-03-09 10:04:54
112078060,0,B,13000.0,12,22.0,1,,,,30,3,2,0,0,14,0,0,1718.91,1747.57,0.0,2015-12-17 20:56:34,2017-12-06 15:09:31,2015-10-20 07:32:32,0,0,1,0,9900.0,10485.4,14900.0,2018-05-12 08:49:44
103491912,0,C,12129.0,12,28.0,1,,,,24,9,1,2,2,46,0,0,6271.04,6716.8,0.0,2015-05-31 10:03:51,2017-07-26 21:27:07,2014-12-31 18:47:31,0,0,0,0,13920.0,16120.3,52533.7,2018-03-18 14:08:35
101918281,0,C,5940.0,12,28.0,2,,,,30,2,2,1,0,13,0,0,0.0,0.0,0.0,2016-08-30 11:11:12,2016-12-02 11:27:25,2016-08-15 22:23:45,0,0,0,0,3445.0,4316.22,4145.0,2018-03-07 09:22:11
122857210,0,B,8000.0,12,20.0,1,,,,34,3,0,0,0,31,0,0,1824.49,2022.88,0.0,2016-12-22 11:00:21,2017-12-16 21:55:48,2016-12-22 10:43:02,0,0,0,0,8000.0,11184.2,13672.0,2018-07-26 10:22:14
109832542,0,B,6108.0,6,22.0,2,,,,39,2,2,1,0,17,0,0,351.89,392.05,0.0,2017-05-26 10:29:13,2017-10-28 15:56:05,2016-08-03 08:26:47,0,0,0,0,4008.0,6989.35,8008.0,2018-04-27 20:43:36
104508043,0,B,9000.0,6,22.0,1,,,,51,3,0,1,0,21,0,0,3096.39,3231.57,0.0,2016-11-06 16:54:54,2017-12-18 08:53:31,2016-11-06 16:07:36,0,0,0,0,7951.0,11033.7,16051.0,2018-03-25 10:18:22
111027180,0,C,8000.0,6,28.0,1,,,,27,8,1,0,0,60,1,0,0.0,0.0,0.0,2016-06-07 16:02:04,2018-04-01 21:00:36,2016-06-07 10:35:41,0,0,1,0,14000.0,17761.6,40573.0,2018-05-05 17:41:51
82644297,0,B,14900.0,9,18.0,1,专科(高职),防灾科技学院,普通,30,2,1,0,0,17,1,0,0.0,0.0,0.0,2016-01-26 17:04:59,2017-04-26 15:25:04,2015-07-16 21:32:53,1,0,1,0,12500.0,13164.4,18500.0,2017-11-09 15:36:05
102258680,0,C,10000.0,6,28.0,1,,,,28,6,7,1,0,42,2,0,1361.7,1476.24,0.0,2015-08-27 10:20:07,2017-12-10 15:44:20,2015-08-18 09:01:20,0,0,0,0,8992.0,15470.8,29192.0,2018-03-09 14:29:20
111011060,3,B,8550.0,6,22.0,1,,,,26,6,2,1,0,53,0,0,0.0,0.0,0.0,2017-09-05 12:52:18,2018-05-04 20:13:30,2016-08-03 08:19:40,0,0,1,0,8550.0,9448.92,19150.0,2018-05-05 15:39:49
102298416,0,C,3000.0,6,28.0,1,,,,40,8,0,0,0,64,0,0,4051.13,4795.47,0.0,2016-06-02 10:27:46,2017-12-03 20:00:14,2016-06-02 10:27:01,0,0,1,0,3515.0,9910.14,16388.0,2018-03-09 18:29:27
97871292,0,A,12000.0,12,16.0,2,本科,新疆财经大学商务学院,普通,25,2,0,0,0,14,0,0,2255.06,2331.04,0.0,2017-02-28 22:19:44,2017-10-06 14:59:39,2017-02-17 00:07:41,0,0,0,0,10000.0,10887.6,12000.0,2018-02-05 11:35:04
116062606,0,B,12780.0,3,20.0,2,专科,华中科技大学,网络教育,29,1,0,0,0,11,1,0,0.0,0.0,0.0,2017-06-12 20:42:48,2017-06-12 20:42:48,2017-06-12 20:23:49,1,0,1,0,8500.0,9997.44,8500.0,2018-06-07 20:17:11
84975863,0,C,9400.0,6,20.0,1,,,,46,1,0,1,0,6,0,0,0.0,0.0,0.0,2017-04-20 18:51:27,2017-04-20 18:51:27,2017-04-13 02:22:07,0,0,1,0,7000.0,7455.96,7000.0,2017-11-21 11:33:59
112873793,0,B,8000.0,6,22.0,1,,,,25,7,0,0,0,54,0,0,0.0,0.0,0.0,2017-05-10 12:59:24,2018-04-28 18:56:15,2017-05-10 12:33:18,0,0,1,1,6600.0,8803.5,21946.0,2018-05-17 13:48:29
81583861,0,C,7966.0,9,20.0,1,,,,34,1,0,0,0,8,0,0,2433.2,2545.76,0.0,2017-02-24 17:46:58,2017-02-24 17:46:58,2017-02-23 21:40:06,0,0,1,0,6800.0,7637.28,6800.0,2017-11-04 08:13:29
112248925,0,C,3250.0,6,28.0,1,,,,38,2,1,0,0,15,0,0,0.0,0.0,0.0,2016-10-27 13:46:33,2018-03-13 14:11:25,2016-10-22 12:48:50,0,0,0,0,2890.0,3667.65,3590.0,2018-05-13 11:51:33
101735247,0,C,11457.0,12,28.0,2,,,,29,2,0,0,0,17,0,0,642.17,702.12,0.0,2017-03-27 00:56:44,2017-08-01 15:37:17,2017-03-26 21:21:54,0,0,0,0,7300.0,8425.44,9637.0,2018-03-05 22:15:03
